posted_by,under_construction,rera_approved,no_of_rooms,property_type,area_sqft,ready_to_move,resale,lon,lat,city,price_lacs
Dealer,0,0,4,BHK,3500.038889,1,1,13.071245,77.515563,Bangalore,450.0
Dealer,0,1,3,BHK,2050.064739,1,1,28.576117,77.382136,Noida,95.0
Dealer,0,1,3,BHK,2500.0,1,1,28.546788,77.37849399999999,Noida,210.0
Owner,0,0,2,BHK,980.1095417,1,1,13.01926,77.64723599999999,Amravati,34.0
Owner,0,0,3,BHK,1380.2315230000002,1,1,28.66667,77.41667,Ghaziabad,62.0
Dealer,1,1,3,BHK,1350.0,0,1,28.66667,77.41667,Ghaziabad,56.7
Dealer,0,0,2,BHK,550.0045834,1,1,18.914541,72.818211,Mumbai,120.0
Dealer,0,0,2,BHK,800.0,1,1,13.0506,80.2642,Chennai,120.0
Owner,0,0,3,BHK,1467.889908,1,1,25.181337,75.91162,Kota,40.0
Owner,0,0,2,BHK,712.1057986000001,1,1,22.486821,88.233267,Kolkata,28.0
Owner,0,0,2,BHK,850.1335924000001,1,1,22.478796,88.282875,Kolkata,35.0
Dealer,0,1,2,BHK,1200.0,1,1,30.723932,76.67447299999999,Mohali,36.0
Owner,0,0,1,BHK,450.0450045,1,1,22.54111,88.33778000000001,Kolkata,15.0
Dealer,0,1,2,BHK,1028.002948,1,1,28.743724,76.81131500000001,Mumbai,83.7
Dealer,0,0,2,BHK,1056.910569,1,1,18.5442,73.7948,Pune,65.0
Dealer,0,0,2,BHK,1050.135501,1,1,28.6221,77.3674,Noida,62.0
Owner,0,1,3,BHK,1270.258432,1,1,12.96991,77.59796,Bangalore,58.0
Owner,0,0,2,BHK,1165.106552,1,1,50.817397,4.42145,Bangalore,58.5
Owner,0,1,2,BHK,1224.081939,1,1,12.9407,77.7466,Bangalore,49.0
Dealer,0,0,3,BHK,1475.288911,1,1,18.558646,73.896074,Bangalore,60.0
Owner,0,1,2,BHK,950.1689189,1,1,28.552082,77.360624,Noida,45.0
Dealer,0,0,3,BHK,1500.0,1,1,18.973908,73.02510600000001,Maharashtra,150.0
Owner,1,1,2,BHK,1080.069124,0,1,28.9196,76.8972,Ghaziabad,75.0
Owner,0,0,1,BHK,559.9104143,1,1,19.69589,72.71526999999999,Palghar,20.0
Dealer,0,0,4,BHK,4259.283907999999,1,1,28.488415000000003,77.285903,Faridabad,320.0
Dealer,1,1,2,BHK,1093.064804,0,1,18.6182,73.7447,Pune,67.3
Dealer,1,1,4,BHK,2250.027439,0,0,18.96667,72.83333,Mumbai,410.0
Owner,0,0,2,BHK,960.0997506,1,1,13.09,80.27,Chennai,77.0
Dealer,1,1,2,BHK,860.1062483999999,0,1,18.669919,73.853723,Pune,34.0
Owner,0,1,3,BHK,1399.435886,1,1,26.900926,75.775927,Ghaziabad,64.5
Dealer,1,0,3,BHK,1529.411765,0,1,22.54111,88.33778000000001,Kolkata,130.0
Dealer,0,0,3,BHK,1696.352841,1,1,22.632263,88.43538199999999,Kolkata,120.0
Dealer,0,0,3,BHK,1886.244922,1,1,9.930471,76.271273,Kochi,130.0
Builder,1,0,2,BHK,871.7399071000001,0,0,12.86,77.786,Bangalore,24.4
Dealer,1,0,2,BHK,951.9160361,0,1,13.23,77.7,Bangalore,39.0
Dealer,1,1,3,BHK,899.8548621,0,0,22.310853,73.24616800000001,Vadodara,31.0
Dealer,0,1,3,BHK,1211.353269,1,1,30.712867,76.648557,Mohali,23.9
Dealer,0,0,2,BHK,799.7987927999999,1,1,28.2102,76.8606,Bhiwadi,15.9
Dealer,0,0,3,BHK,1619.87041,1,1,18.452663,73.93104,Pune,90.0
Owner,0,0,2,BHK,750.1630789,1,1,22.498882,88.31755600000001,Kolkata,23.0
Dealer,1,1,3,BHK,1885.0,0,1,21.0,77.0,Lucknow,75.4
Owner,0,0,1,BHK,415.0943396,1,1,24.58333,73.68333,Udaipur,11.0
Dealer,0,0,2,BHK,1192.0,1,1,20.286571,85.810906,Bhubaneswar,59.6
Owner,0,0,2,BHK,926.5175719,1,1,26.48579,74.63712199999999,Nagpur,29.0
Dealer,0,0,2,BHK,1001.053741,1,1,18.440853,73.90536,Pune,38.0
Owner,0,0,3,BHK,1079.969144,1,1,27.221766,78.026673,Jaipur,42.0
Dealer,1,1,1,BHK,688.0240808,0,1,19.2167,73.0833,Mumbai,32.0
Dealer,0,0,2,BHK,1050.052503,1,1,18.96,72.82,Maharashtra,120.0
Owner,0,0,2,BHK,1200.300075,1,1,22.77722,73.62028000000001,Godhra,32.0
Owner,0,0,2,BHK,925.170068,1,1,22.519728,88.38573000000001,Kolkata,34.0
Dealer,0,0,2,BHK,1195.928753,1,1,24.752628,77.92908100000001,Lalitpur,18.8
Dealer,0,1,3,BHK,1416.029453,1,1,12.934997,77.61585699999999,Bangalore,100.0
Owner,0,0,2,BHK,1425.120773,1,1,28.9196,76.8972,Ghaziabad,59.0
Dealer,0,0,4,BHK,4200.063001,1,1,18.96667,72.83333,Mumbai,1200.0
Dealer,0,1,2,BHK,960.0731484,1,1,18.964489,73.019574,Maharashtra,63.0
Dealer,0,1,2,BHK,1044.003451,1,1,18.651598,73.735448,Pune,60.5
Dealer,0,0,2,BHK,1288.185499,1,1,30.662283,76.822397,Chandigarh,35.0
Dealer,0,1,2,BHK,1211.827436,1,1,19.1849,72.8347,Lalitpur,150.0
Dealer,0,0,3,BHK,1119.104716,1,1,28.2102,76.8606,Bhiwadi,28.0
Dealer,0,1,4,BHK,2400.096004,1,1,18.576018,73.793901,Pune,200.0
Dealer,0,1,2,BHK,1133.982497,1,1,13.04034,77.591347,Bangalore,92.0
Dealer,1,1,2,BHK,845.0704225,0,1,24.6902,78.416,Lalitpur,75.0
Owner,0,0,3,BHK,1450.326323,1,1,12.891082,77.558448,Bangalore,60.0
Dealer,0,1,3,BHK,1515.31551,1,1,24.69028,78.41889,Lalitpur,140.0
Owner,0,1,2,BHK,1260.047795,1,1,13.141581,77.749756,Bangalore,58.0
Owner,0,0,1,BHK,652.0605112000001,1,1,21.094126,78.974343,Nagpur,25.0
Dealer,1,1,2,BHK,559.6925294,0,0,28.743724,76.81131500000001,Mumbai,69.9
Dealer,0,0,5,BHK,2928.147759,1,1,28.5574,77.15899999999999,Lalitpur,390.0
Dealer,0,1,3,BHK,1749.781277,1,1,28.510825,77.006087,Gurgaon,120.0
Dealer,0,1,2,BHK,1008.335574,1,1,19.1849,72.8347,Mumbai,150.0
Owner,0,0,3,BHK,1900.337838,1,1,14.166198,77.81095400000001,Anantapur,45.0
Dealer,0,1,3,BHK,1578.753228,1,1,30.662283,76.822397,Chandigarh,42.8
Dealer,0,1,2,BHK,1480.220068,1,1,30.33,78.06,Dehradun,56.5
Dealer,0,1,3,BHK,1625.374353,1,1,28.381971000000004,77.347688,Faridabad,59.7
Dealer,1,0,1,BHK,750.0750075,0,1,15.45056,73.80333,Goa,50.0
Dealer,0,0,2,BHK,1372.315036,1,1,19.1615,72.8731,Mumbai,230.0
Dealer,0,0,3,BHK,1400.203666,1,1,21.18406,79.066479,Nagpur,55.0
Owner,0,0,2,BHK,1150.012778,1,1,12.973432,77.68242,Bangalore,45.0
Dealer,0,0,3,BHK,1300.44843,1,1,22.271018,73.154216,Vadodara,29.0
Owner,0,0,2,BHK,1395.024413,1,1,13.064,77.58,Bangalore,60.0
Owner,0,0,2,BHK,1121.076233,1,1,20.742166,80.104602,Nagpur,45.0
Dealer,0,0,1,BHK,612.1021336,1,1,12.78333,80.18333,Chennai,35.0
Owner,0,0,3,BHK,1159.848165,1,1,25.41667,85.16667,Patna,55.0
Owner,0,0,2,BHK,1211.203634,1,1,21.215393,81.318232,Bhilai,16.0
Dealer,0,0,3,BHK,2710.0271,1,1,12.9958935,77.761394,Bangalore,220.0
Dealer,0,0,4,BHK,2459.985225,1,1,28.431862,77.351104,Faridabad,99.9
Owner,0,0,2,BHK,1205.567984,1,1,15.286711,73.938971,Margao,48.5
Dealer,0,0,3,BHK,1458.652374,1,1,13.024599,77.70444300000001,Bangalore,76.2
Dealer,1,1,2,BHK,1041.25,0,1,19.283359,72.864964,Lalitpur,83.3
Dealer,0,0,3,BHK,1178.947368,1,1,22.479986,88.372755,Kolkata,44.8
Dealer,0,1,1,BHK,665.0115268999999,1,1,12.96991,77.59796,Bangalore,75.0
Dealer,0,0,3,BHK,1689.5969100000002,1,1,12.91,77.64,Bangalore,140.0
Owner,0,0,3,BHK,2142.857143,1,1,9.97833,76.28361,Ernakulam,150.0
Dealer,1,0,2,BHK,750.0,0,1,19.222101,72.988231,Mumbai,90.0
Dealer,0,0,1,BHK,720.9805335,1,1,24.69028,78.41889,Lalitpur,20.0
Dealer,1,0,3,BHK,1718.75,0,1,18.452663,73.93104,Pune,110.0
Dealer,0,0,4,BHK,2000.0,1,1,26.91868,75.750399,Jaipur,55.0
Dealer,0,1,3,BHK,1304.958844,1,1,18.96,72.82,Maharashtra,130.0
Dealer,0,0,3,BHK,1500.0,1,1,19.049513,72.91920400000001,Maharashtra,240.0
Dealer,0,0,3,BHK,1620.162016,1,1,28.406152,77.355951,Faridabad,36.0
Dealer,1,1,2,BHK,609.8237055,0,1,19.112496,72.932748,Mumbai,110.0
Dealer,0,1,3,BHK,2500.0,1,1,22.1764,75.8193,Indore,90.0
Dealer,0,0,3,BHK,1537.410318,1,1,19.049214000000003,73.072916,Mumbai,180.0
Dealer,0,1,2,BHK,1156.1420039999998,1,1,30.662283,76.822397,Chandigarh,36.8
Dealer,1,1,2,BHK,687.8642007,0,0,18.608399,73.701287,Pune,54.3
Owner,0,1,3,BHK,1475.216365,1,1,28.67929,77.33874300000001,Ghaziabad,75.0
Dealer,1,1,3,BHK,769.2307692,0,0,19.2167,73.0833,Lalitpur,79.9
Owner,0,0,2,BHK,1053.042122,1,1,-6.240302,106.793022,Indore,27.0
Dealer,0,0,2,BHK,700.1448576,1,1,26.968933000000003,75.755339,Jaipur,14.5
Dealer,0,0,1,BHK,650.0458856,1,1,24.69028,78.41889,Lalitpur,85.0
Owner,0,0,1,BHK,700.280112,1,1,28.839709000000003,75.132735,Jaipur,15.0
Dealer,0,1,1,BHK,406.0089322,1,1,19.18,72.96333,Mumbai,50.0
Dealer,0,0,1,BHK,741.6432696,1,1,19.05871,72.89969,Lalitpur,140.0
Owner,0,0,2,BHK,1000.0,1,1,11.026678,76.903583,Coimbatore,34.0
Owner,0,0,2,BHK,1244.864932,1,1,12.9958935,77.761394,Bangalore,100.0
Owner,0,0,1,BHK,660.0660066,1,1,13.09,80.27,Chennai,24.0
Owner,0,0,2,BHK,800.0,1,1,22.43917,88.39583,Kolkata,31.0
Dealer,0,0,2,BHK,1170.0468019999998,1,1,24.69028,78.41889,Lalitpur,75.0
Dealer,0,0,2,BHK,1250.0,1,1,30.664299,76.817624,Mohali,25.9
Dealer,1,0,2,BHK,899.3082243999999,0,1,28.340575,77.348933,Faridabad,23.4
Dealer,0,0,4,BHK,2461.538462,1,1,19.18,72.96333,Mumbai,320.0
Owner,0,0,1,BHK,450.0,1,1,28.527597,77.389374,Noida,18.0
Dealer,0,0,3,BHK,1650.302904,1,1,10.986809,76.99759499999999,Coimbatore,79.0
Dealer,0,0,3,BHK,1650.165017,1,1,18.542235,73.828136,Pune,110.0
Dealer,1,1,2,BHK,1188.2352939999998,0,1,26.850391,75.814198,Jaipur,40.4
Dealer,0,0,1,BHK,6000.0,1,1,18.56,73.91,Pune,45.0
Dealer,1,0,2,BHK,954.3982058,0,1,26.154874,91.670312,Guwahati,38.3
Owner,0,0,1,BHK,373.9871182,1,1,23.2257,72.51679,Gandhinagar,18.0
Owner,0,0,2,BHK,810.1851852000001,1,1,11.248124,78.165948,Chennai,35.0
Dealer,0,0,2,BHK,1090.1162789999998,1,1,30.327966,78.046144,Dehradun,45.0
Dealer,0,0,3,BHK,1440.057602,1,1,19.038205,73.06612,Mumbai,120.0
Dealer,1,0,2,BHK,632.4278437999999,0,1,22.54111,88.33778000000001,Kolkata,29.8
Owner,0,0,2,BHK,1190.040278,1,1,13.0318,77.6583,Bangalore,65.0
Owner,0,0,3,BHK,1423.2343,1,1,12.995285,77.766797,Bangalore,80.0
Owner,0,1,2,BHK,1145.038168,1,1,28.506454,77.40956800000001,Noida,51.0
Dealer,1,1,2,BHK,1130.022321,0,1,19.040066,73.115347,Mumbai,81.0
Dealer,1,1,1,BHK,349.9840916,0,1,19.147866,72.932609,Mumbai,33.0
Owner,0,0,1,BHK,500.0,1,1,30.697795000000003,76.714722,Mohali,33.0
Dealer,0,0,2,BHK,1110.149942,1,1,18.5438,73.9438,Pune,77.0
Dealer,0,1,2,BHK,930.3112314,1,1,26.900926,75.775927,Ghaziabad,27.5
Owner,0,1,2,BHK,1410.078595,1,1,21.0,77.0,Lucknow,61.0
Owner,1,0,2,BHK,900.0,0,1,19.696531,72.767746,Palghar,31.5
Owner,0,0,1,BHK,400.0,1,1,28.536742,77.240792,Ghaziabad,30.0
Dealer,0,0,2,BHK,1075.082365,1,1,28.583704,77.360401,Noida,62.0
Dealer,0,0,2,BHK,1250.0,1,1,12.934997,77.61585699999999,Bangalore,100.0
Dealer,0,0,2,BHK,1100.046318,1,1,19.035407,73.065449,Mumbai,95.0
Owner,0,0,1,BHK,519.1434134,1,1,19.88879,75.34344,Aurangabad,16.0
Dealer,0,0,1,BHK,650.0171057,1,1,19.283359,72.864964,Mumbai,57.0
Dealer,0,0,2,BHK,1073.033331,1,1,19.05871,72.89969,Lalitpur,160.0
Owner,0,0,3,BHK,1127.214171,1,1,22.101107,88.374433,Kolkata,42.0
Owner,0,0,3,BHK,1540.120129,1,1,13.11389,77.59833,Bangalore,100.0
Dealer,1,0,3,BHK,1325.069459,0,1,26.897642,80.961744,Kanpur,62.0
Dealer,1,1,1,BHK,322.0110107,0,1,19.147866,72.932609,Mumbai,62.0
Dealer,0,0,3,BHK,1496.68591,1,1,18.510418,73.781944,Pune,140.0
Owner,0,0,2,BHK,1080.159181,1,1,17.546483,78.480303,Secunderabad,38.0
Dealer,0,0,3,BHK,1108.29639,1,1,22.54111,88.33778000000001,Kolkata,35.0
Owner,0,1,2,BHK,1057.216055,1,1,27.16726,75.70950500000001,Pune,61.9
Dealer,0,1,2,BHK,1195.135588,1,1,12.752264,77.45273900000001,Bangalore,85.5
Dealer,0,1,3,BHK,1415.177782,1,1,12.8458,77.6727,Bangalore,80.0
Dealer,1,1,3,BHK,1034.040617,0,0,19.235,72.8598,Mumbai,250.0
Dealer,1,1,1,BHK,715.2223149,0,1,18.96,72.82,Maharashtra,120.0
Dealer,0,0,1,BHK,700.0145836,1,1,19.216097,72.821721,Lalitpur,96.0
Dealer,0,1,2,BHK,1246.105919,1,1,18.966114,73.148278,Maharashtra,68.0
Owner,0,0,2,BHK,801.0986496,1,1,18.52361,73.84778,Pune,35.0
Owner,0,0,3,BHK,1199.904008,1,1,10.52,76.21,Thrissur,50.0
Dealer,0,1,1,BHK,618.0932759,1,1,12.840956,77.659441,Bangalore,33.0
Owner,0,0,3,BHK,1250.0,1,1,17.501131,78.505495,Secunderabad,37.5
Dealer,0,0,3,BHK,1424.230915,1,1,28.553374,77.355611,Noida,75.0
Owner,0,0,1,BHK,665.0199506,1,1,16.223616,77.363236,Bangalore,35.0
Dealer,1,0,3,BHK,3000.0,0,1,11.00223,76.976885,Coimbatore,390.0
Dealer,0,1,2,BHK,1200.0,1,1,12.327102,76.58644100000001,Mysore,54.0
Dealer,0,0,3,BHK,1722.158439,1,1,28.761997,77.52075,Kanpur,90.0
Dealer,0,0,2,BHK,1010.037245,1,1,19.12,72.91,Mumbai,160.0
Dealer,0,0,3,BHK,1675.041876,1,1,22.54111,88.33778000000001,Kolkata,120.0
Dealer,1,1,2,BHK,911.8214975,0,1,18.651598,73.735448,Pune,42.5
Dealer,0,1,2,BHK,1119.104716,1,1,18.558319,73.77588,Pune,70.0
Dealer,0,1,2,BHK,934.8370927,1,1,25.356042,83.022258,Varanasi,37.3
Dealer,0,0,2,BHK,830.1776872,1,1,22.617564,88.427982,Kolkata,28.5
Dealer,0,1,3,BHK,1540.178571,1,1,28.211607,76.787033,Dharuhera,34.5
Dealer,1,1,2,BHK,1151.126459,0,1,28.25,77.07,Gurgaon,140.0
Owner,0,0,3,BHK,1278.409091,1,1,23.352,85.375,Ranchi,36.0
Dealer,0,1,3,BHK,1576.044129,1,1,12.9958935,77.761394,Bangalore,100.0
Owner,0,0,2,BHK,650.0742942,1,1,22.287522,73.200061,Vadodara,35.0
Dealer,0,1,3,BHK,2169.854166,1,1,19.1615,72.8731,Maharashtra,430.0
Dealer,0,0,3,BHK,1908.67714,1,1,30.697795000000003,76.714722,Mohali,130.0
Dealer,1,0,2,BHK,1319.924576,0,1,21.17,72.83,Surat,42.0
Dealer,0,1,4,BHK,2860.718756,1,1,28.546788,77.37849399999999,Noida,160.0
Dealer,0,1,3,BHK,1539.942252,1,1,28.211607,76.787033,Dharuhera,32.0
Dealer,0,1,2,BHK,1042.83054,1,1,19.019169,73.01408599999999,Maharashtra,140.0
Owner,0,0,1,BHK,737.0554634,1,1,22.616946,88.431928,Puri,40.0
Dealer,0,0,3,BHK,1640.360767,1,1,28.66667,77.41667,Ghaziabad,58.2
Dealer,1,1,3,BHK,1793.397231,0,1,28.558047,77.392752,Noida,84.2
Dealer,0,0,2,BHK,965.1368919,1,1,18.465312,73.83322199999999,Pune,49.0
Dealer,0,1,2,BHK,896.8328630000001,1,1,26.832353,75.841749,Jaipur,28.6
Dealer,0,1,3,BHK,1542.562971,1,1,12.86,77.786,Bangalore,83.9
Owner,0,0,3,BHK,1500.081526,1,1,12.9958935,77.761394,Bangalore,92.0
Owner,0,0,2,BHK,750.0,1,1,9.97833,76.28361,Ernakulam,42.0
Dealer,0,0,1,BHK,641.0256410000001,1,1,19.071749,73.080575,Lalitpur,45.0
Dealer,0,1,1,BHK,571.4285714,1,1,19.137384,72.870319,Mumbai,100.0
Owner,0,0,2,BHK,650.1182033,1,1,22.347893,87.278095,Kharagpur,16.5
Owner,0,0,3,BHK,1428.034573,1,1,22.312063,72.674296,Vadodara,38.0
Dealer,0,1,3,BHK,1445.783133,1,1,13.0519,77.5416,Bangalore,96.0
Owner,0,0,2,BHK,960.0,1,1,19.816131,85.801971,Puri,24.0
Owner,0,0,3,BHK,1901.140684,1,1,30.712867,76.648557,Mohali,50.0
Dealer,0,0,2,BHK,1092.020967,1,1,18.973908,73.02510600000001,Mumbai,75.0
Owner,0,0,3,BHK,909.0909091,1,1,13.078742,77.69619,Bangalore,45.0
Dealer,1,1,4,BHK,6232.255384,0,1,12.9847,77.5491,Bangalore,900.0
Builder,0,0,3,BHK,1614.832536,1,0,9.930471,76.271273,Kochi,67.5
Dealer,0,0,2,BHK,1275.1801890000002,1,1,20.098413,79.10786,Bangalore,69.0
Owner,0,1,1,BHK,508.9058524,1,1,13.07,77.8,Bangalore,18.0
Owner,0,0,2,BHK,1208.053691,1,1,13.11389,77.59833,Bangalore,63.0
Dealer,1,0,3,BHK,1830.161054,0,1,12.995285,77.766797,Bangalore,100.0
Dealer,1,1,2,BHK,966.7812142,0,1,18.669919,73.853723,Pune,42.2
Dealer,1,1,1,BHK,624.0358996,0,1,19.161955,72.839616,Mumbai,89.0
Dealer,0,1,2,BHK,1119.444444,1,1,13.012767,77.756579,Bangalore,40.3
Dealer,0,1,3,BHK,2452.984464,1,1,18.52361,73.84778,Pune,180.0
Dealer,1,1,3,BHK,1889.872004,0,1,18.977995,72.850686,Lalitpur,440.0
Dealer,0,0,1,BHK,600.0176476,1,1,19.18,72.96333,Maharashtra,68.0
Owner,0,0,2,BHK,1062.134891,1,1,23.296956,85.319463,Ranchi,40.0
Owner,0,0,4,BHK,3142.0924010000003,1,1,21.0,77.0,Noida,270.0
Owner,0,0,2,BHK,849.2731446,1,1,26.900115000000003,75.77761,Jaipur,11.1
Dealer,1,1,1,BHK,353.0286139,0,0,24.862517,78.28246700000001,Lalitpur,38.0
Owner,0,0,2,BHK,1110.1622539999998,1,1,28.5216,77.3863,Noida,65.0
Dealer,0,0,2,BHK,938.0863038999998,1,1,19.2836,72.8675,Mumbai,95.0
Dealer,0,0,3,BHK,1480.090814,1,1,28.63676,77.36315,Ghaziabad,84.75
Owner,0,0,1,BHK,520.0594354,1,1,12.946431,80.23938299999999,Chennai,35.0
Dealer,0,0,2,BHK,1025.056948,1,1,18.476532,73.820689,Pune,90.0
Dealer,0,0,2,BHK,1149.409116,1,1,19.038205,73.06612,Mumbai,81.7
Dealer,0,1,2,BHK,1194.822436,1,1,12.9958935,77.761394,Bangalore,72.0
Owner,0,0,3,BHK,1529.98776,1,1,13.039183,80.200727,Chennai,200.0
Builder,0,1,2,BHK,756.6666667000001,1,0,15.87,73.63,Maharashtra,22.7
Dealer,0,0,2,BHK,1160.092807,1,1,19.038205,73.06612,Mumbai,80.0
Builder,1,1,4,BHK,2727.272727,0,0,20.013202,73.75309399999999,Lalitpur,150.0
Owner,0,0,2,BHK,930.13642,1,1,22.54111,88.33778000000001,Kolkata,45.0
Dealer,0,0,4,BHK,3780.068729,1,1,22.5922,88.484911,Kolkata,220.0
Owner,0,0,2,BHK,750.0604887000001,1,1,25.025959,75.873414,Kota,31.0
Owner,0,1,2,BHK,660.0660066,1,1,18.623733,73.929052,Pune,32.0
Owner,0,0,2,BHK,1213.852196,1,1,22.254755,73.094595,Vadodara,34.0
Builder,1,1,2,BHK,560.00448,0,0,19.05871,72.89969,Maharashtra,300.0
Owner,0,0,2,BHK,810.0289296,1,1,27.61194,75.13972,Jaipur,42.0
Dealer,0,1,3,BHK,1852.58179,1,1,30.662283,76.822397,Chandigarh,47.0
Owner,0,0,3,BHK,2000.0,1,1,30.327966,78.046144,Dehradun,60.0
Dealer,0,1,3,BHK,1313.333333,1,0,28.66667,77.41667,Ghaziabad,39.4
Dealer,0,0,3,BHK,1359.434475,1,1,26.8626,75.7633,Jaipur,25.0
Owner,0,0,2,BHK,1070.154578,1,1,26.928785,75.828002,Jaipur,27.0
Dealer,0,0,3,BHK,1150.180743,1,1,22.529,88.368,Kolkata,70.0
Dealer,0,0,2,BHK,1150.012778,1,1,24.69028,78.41889,Lalitpur,180.0
Dealer,0,0,3,BHK,1648.255304,1,1,18.5993,73.7625,Pune,94.0
Owner,1,0,2,BHK,807.847663,0,1,28.656129,77.497742,Ghaziabad,28.0
Owner,0,1,2,BHK,656.0962274,1,1,12.7768,77.76886999999999,Bangalore,24.0
Owner,0,0,2,BHK,1180.257511,1,1,20.390456,72.91401,Vapi,33.0
Owner,0,1,2,BHK,1050.119332,1,1,21.094126,78.974343,Nagpur,22.0
Dealer,0,1,3,BHK,1805.309735,1,1,30.662283,76.822397,Chandigarh,51.0
Dealer,1,0,3,BHK,1100.0,0,0,22.54111,88.33778000000001,Kolkata,55.0
Dealer,0,0,2,BHK,1200.150943,1,1,30.689021,76.860403,Panchkula,79.51
Owner,0,0,2,BHK,761.0993658,1,1,19.88879,75.34344,Aurangabad,18.0
Dealer,0,0,1,BHK,660.0264011,1,1,19.1849,72.8347,Lalitpur,110.0
Owner,0,0,3,BHK,1700.078616,1,1,15.37,73.9,Goa,86.5
Dealer,0,1,3,BHK,2749.210875,1,1,18.097689000000003,74.735239,Pune,270.0
Dealer,0,1,3,BHK,2063.888889,1,1,26.91868,75.750399,Jaipur,74.3
Dealer,0,1,3,BHK,1398.199579,1,1,28.542768,77.365736,Noida,73.0
Dealer,0,0,3,BHK,1310.100878,1,1,19.164548,73.52786800000001,Pune,100.0
Owner,0,1,2,BHK,840.1453223999999,1,1,28.652011,77.482362,Ghaziabad,37.0
Owner,0,0,2,BHK,1147.342995,1,1,12.778033,77.632191,Bangalore,38.0
Builder,0,1,1,BHK,649.9011019999999,1,0,21.2751,81.66765,Raipur,23.0
Owner,0,0,3,BHK,1340.123291,1,1,22.616946,88.431928,Vadodara,50.0
Dealer,1,1,2,BHK,1064.773736,0,1,30.661104,76.746082,Mohali,48.0
Dealer,0,0,3,BHK,1213.139231,1,1,12.840956,77.659441,Bangalore,65.0
Dealer,0,0,2,BHK,903.1893875,1,1,40.67197199,-86.15292909,Kolkata,32.0
Owner,0,0,2,BHK,849.8583569,1,1,13.11389,77.59833,Bangalore,30.0
Owner,0,0,2,BHK,1200.274348,1,1,21.222408,81.65663599999999,Raipur,35.0
Owner,0,0,2,BHK,1000.0,1,1,12.888533,77.573418,Bangalore,50.0
Dealer,0,1,2,BHK,1297.149684,1,1,18.5993,73.7625,Pune,76.0
Owner,0,0,2,BHK,936.3811622000002,1,1,15.27194,73.95833,Goa,34.0
Owner,0,0,3,BHK,1100.110011,1,1,12.905368,77.580403,Bangalore,80.0
Dealer,0,1,3,BHK,1900.23753,1,1,21.134389,79.073353,Nagpur,120.0
Dealer,0,0,2,BHK,712.0058925,1,1,22.486821,88.233267,Kolkata,29.0
Owner,1,0,2,BHK,1189.7307449999998,0,1,14.456641,80.002888,Nellore,38.0
Dealer,0,0,3,BHK,1320.086153,1,1,18.52361,73.84778,Pune,190.0
Dealer,1,1,2,BHK,556.2766548999999,0,1,19.256471,72.868815,Lalitpur,150.0
Owner,0,0,2,BHK,750.1875468999999,1,1,26.968933000000003,75.755339,Jaipur,20.0
Dealer,0,0,2,BHK,746.0398569,1,1,13.06437,80.11794499999999,Chennai,29.2
Builder,1,1,2,BHK,527.9898218999999,0,0,16.2661,73.7122,Maharashtra,24.9
Owner,0,0,2,BHK,1155.115512,1,1,18.3,83.9, Near Alluri Seetharamaraju Statue,35.0
Dealer,0,1,2,BHK,1130.028627,1,1,18.5993,73.7625,Pune,75.0
Owner,0,1,2,BHK,900.090009,1,1,18.744775,73.823649,Pune,40.0
Dealer,0,0,3,BHK,1360.020529,1,1,22.54111,88.33778000000001,Kolkata,53.0
Dealer,0,0,4,BHK,1468.053871,1,1,18.52361,73.84778,Pune,230.0
Owner,0,0,2,BHK,900.090009,1,1,16.2661,73.7122,Sindhudurg,30.0
Owner,0,0,2,BHK,1000.0,1,1,16.509265,80.68283199999999,Vijayawada,30.0
Dealer,1,0,4,BHK,2907.801418,0,1,22.53028,88.33417,Kolkata,410.0
Owner,0,0,2,BHK,830.0863967,1,1,13.011583,80.123114,Chennai,49.0
Owner,0,0,4,BHK,1500.0,1,1,34.09111,74.80611,Srinagar,90.0
Owner,0,0,2,BHK,1185.08942,1,1,22.716815,75.909654,Indore,55.0
Owner,0,0,3,BHK,1200.0,1,1,11.023232,76.979607,Coimbatore,30.0
Owner,0,0,2,BHK,860.0917431,1,1,13.01664,80.205129,Chennai,45.0
Dealer,0,1,2,BHK,990.4912837000002,1,1,28.3967,77.32330999999999,Lalitpur,100.0
Dealer,0,0,3,BHK,1532.329495,1,1,28.629811,77.434197,Ghaziabad,51.9
Owner,0,0,3,BHK,1256.499133,1,1,23.78,86.41,Dhanbad,29.0
Builder,1,1,1,BHK,527.2727273,0,0,22.808778,75.861639,Indore,11.6
Dealer,0,0,2,BHK,1130.00932,1,1,19.038205,73.06612,Maharashtra,97.0
Dealer,1,1,3,BHK,2484.234665,0,1,30.654128000000004,76.732427,Mohali,130.0
Owner,0,0,2,BHK,2400.960384,1,1,14.433329999999998,79.96667,Nellore,40.0
Builder,1,1,1,BHK,343.8914027,0,0,19.0284965,73.3192845,Maharashtra,15.2
Owner,0,1,1,BHK,364.0145606,1,1,19.729989,72.808779,Palghar,14.0
Dealer,0,0,3,BHK,2013.007123,1,1,12.96991,77.59796,Bangalore,260.0
Dealer,0,0,3,BHK,1586.042823,1,1,19.035407,73.065449,Lalitpur,180.0
Owner,0,0,2,BHK,675.1227496,1,1,12.994801,77.435602,Bangalore,16.5
Dealer,0,0,2,BHK,850.0,1,1,28.743724,76.81131500000001,Mumbai,85.0
